School,SCHID,LEA,dindex_alg11112,pctwhite_alg11112,pctblack_alg11112,schoolsum_alg11112,dindex_alg10910,pctwhite_alg10910,pctblack_alg10910,schoolsum_alg10910,dindex_alg108,pctwhite_alg108,pctblack_alg108,schoolsum_alg108,dindex_chem,pctwhite_chem,pctblack_chem,pctlatinx_chem,schoolsum_chem,dindex_bio,pctwhite_bio,pctlatinx_bio,schoolsum_bio,pctblack_bio,dindex_gate,pctwhite_gate,schoolsum_gate,pctblack_gate,dindex_apany,pctwhite_apany,pctlatinx_apany,schoolsum_apany,pctblack_apany,dindex_alg2,pctwhite_alg2,schoolsum_alg2,pctlatinx_alg2,pctblack_alg2,dindex_enr,pctwhite_enr,pctblack_enr,pctlatinx_enr,schoolsum_enr
East Rockingham High,02803,ROCKINGHAM CO PBLC SCHS,0.2565597667638485,0.8571428571428571,0.04081632653061224,49,0.5503905265810028,0.8571428571428572,0.010204081632653062,126,NA,NA,NA,NA,0.2701965403930807,0.8503937007874016,0.06299212598425197,0.03937007874015748,127,0.24986294933040964,0.8628318584070797,0.05309734513274336,226,0.02654867256637168,0.20320741648462892,0.8905109489051095,137,0.007299270072992701,0.21801652892561973,0.8818181818181818,0.05454545454545454,110,0.01818181818181818,0.2740752551020408,0.8482142857142857,112,0.05357142857142857,0.03571428571428571,0.24285334170919637,0.867043847241867,0.02828854314002829,0.055162659123055166,707
Castlewood High,01514,RUSSELL CO PBLC SCHS,NaN,NaN,NaN,0,0,1,0,2,0.28072424290979014,1,0,79,0.04875000000000007,0.975,0,0,40,0,1,0,60,0,0,1,19,0,NA,NA,NA,NA,NA,0,1,35,0,0,0.011747200250606937,0.9941002949852508,0,0.0029498525073746312,339
Honaker High,01522,RUSSELL CO PBLC SCHS,0.4375,1,0,4,0.4224,1,0,50,0.2414151925078044,1,0,93,0,1,0,0,55,0,1,0,164,0,0,1,9,0,0,1,0,3,0,0,1,51,0,0,0.01360515979057808,0.9931662870159453,0,0.002277904328018223,439
Lebanon High,02042,RUSSELL CO PBLC SCHS,NaN,NaN,NaN,0,0.64,1,0,10,0.4363852556480381,0.9255319148936171,0.010638297872340425,116,0.1266666666666667,0.9333333333333333,0,0.03333333333333333,30,0.04863055802199312,0.9752066115702479,0.01652892561983471,121,0,0.0563979289940828,0.9711538461538461,104,0,0,1,0,1,0,0.050295857988165715,0.9743589743589743,78,0.01282051282051282,0,0.07668906208008608,0.9606557377049181,0.013114754098360657,0.009836065573770493,610
Salem High,02043,SALEM CITY PBLC SCHS,1,0,0,19,0.9769431660457301,0.1778975741239892,0.06469002695417789,468,NA,NA,NA,NA,0.3171267425304356,0.8205980066445183,0.05647840531561462,0.029900332225913623,301,0.9027840380393014,0.30778739184178,0.022249690976514216,809,0.0407911001236094,0.9595884634845673,0.2,385,0.005194805194805194,0.995817121458081,0.06429780033840947,0,591,0.006768189509306261,0.7281503836163535,0.5167785234899329,447,0.03131991051454139,0.053691275167785234,0.8873169407173287,0.33066132264529063,0.04976619906479626,0.018370073480293923,2994
Gate City High,01532,SCOTT CO PBLC SCHS,0.7999999999999999,0.6666666666666666,0,5,0.6963765097875886,1,0,49,NA,NA,NA,NA,0.17430120097778723,0.9072164948453608,0.010309278350515464,0.041237113402061855,97,0.08539536157779404,0.956081081081081,0.013513513513513514,296,0.010135135135135137,0.045429962141698255,0.9767441860465116,43,0,NA,NA,NA,NA,NA,0.11819021237303762,0.9385964912280702,114,0.017543859649122806,0.008771929824561401,0.09734056018504078,0.94972067039106145,0.00931098696461825,0.0186219739292365,537
Rye Cove High,01536,SCOTT CO PBLC SCHS,0.4375,1,0,4,0.3836111111111111,0.9215686274509804,0,60,NA,NA,NA,NA,0.06243496357960443,0.967741935483871,0,0,31,0.042317030870620775,0.978494623655914,0.010752688172043012,93,0,0,1,26,0,NA,NA,NA,NA,NA,0.08677685950413205,0.9545454545454546,22,0.045454545454545456,0,0.07399268458413444,0.9619771863117871,0,0.022813688212927757,263
Twin Springs High,01539,SCOTT CO PBLC SCHS,0.4375,1,0,4,0.4429327286470144,0.9591836734693877,0,63,NA,NA,NA,NA,0.24494649227110588,0.8620689655172413,0,0,29,0.07583102493074789,0.9605263157894737,0.039473684210526314,76,0,0,1,26,0,NA,NA,NA,NA,NA,0.08677685950413205,0.9545454545454546,22,0.045454545454545456,0,0.11170138888888892,0.9416666666666667,0,0.0375,240
Central High,01543,SHENANDOAH CO PBLC SCHS,0.9681122448979591,0.2,0,28,0.9452560668776885,0.26829268292682923,0.02439024390243903,444,NA,NA,NA,NA,0.18545454545454543,0.9,0,0.06363636363636363,110,0.9273292475918439,0.26370757180156656,0.05352480417754569,766,0.01174934725848564,0.9708790951272477,0.16996047430830039,253,0.003952569169960475,0.6278807118219834,0.6077348066298343,0.04419889502762431,181,0.0055248618784530384,0.9764737696051919,0.1511627906976744,258,0.023255813953488372,0.003875968992248062,0.9045433399249109,0.3023141309699655,0.010832102412604627,0.06154603643525357,2031
Stonewall Jackson High,01548,SHENANDOAH CO PBLC SCHS,0.999553734431417,0.03529411764705882,0.011764705882352943,157,0.9964374628418549,0.09280742459396753,0.003480278422273782,1392,NA,NA,NA,NA,0.334622248661511,0.8048780487804879,0.07317073170731707,0.10975609756097561,82,0.988544841382055,0.10436893203883495,0.022653721682847898,1236,0.0056634304207119745,0.9831209602954755,0.12982456140350876,285,0,0.9172334998405783,0.28350515463917525,0.04639175257731959,194,0.005154639175257733,0.9597225347413506,0.19777158774373263,359,0.03342618384401115,0.005571030640668524,0.9829577636303152,0.1274093433518458,0.00555374060764456,0.02744201241424371,3061
Strasburg High,01549,SHENANDOAH CO PBLC SCHS,0,1,0,1,0.4971999999999999,0.8760330578512396,0.04958677685950413,150,NA,NA,NA,NA,0.22572907461179137,0.8764044943820225,0.03370786516853932,0.06741573033707865,89,0.20597913603584683,0.8888888888888888,0.05314009661835749,207,0.02415458937198068,0.119140625,0.9375,32,0,0.08769513314967847,0.9545454545454546,0.030303030303030304,66,0.015151515151515152,0.19501133786848057,0.8952380952380953,105,0.02857142857142857,0.047619047619047616,0.21368485759169442,0.8842975206611571,0.03636363636363636,0.0512396694214876,605
Shenandoah Valley Reg Alternative Ed/Genesis,02368,SHENANDOAH VALLEY REG ALTERNATIVE ED/GENESIS,NaN,NaN,NaN,0,0.4444444444444444,0.6666666666666666,0.3333333333333333,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,0,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,0.5666666666666667,0.36666666666666664,0.06666666666666667,30
Chilhowie High,01558,SMYTH CO PBLC SCHS,0.4375,1,0,4,0.46852362003877146,0.9113924050632911,0.0379746835443038,99,NA,NA,NA,NA,0.06887755102040805,0.9642857142857143,0,0.03571428571428571,56,0.0855440215301807,0.9558823529411765,0.024509803921568627,204,0.004901960784313725,0.11202422145328716,0.9411764705882353,68,0,0.17999999999999994,0.9,0.1,10,0,0.06549841999425454,0.9661016949152542,59,0.03389830508474576,0,0.12675428826019142,0.9328358208955224,0.007462686567164179,0.05472636815920398,402
Marion Senior High,01562,SMYTH CO PBLC SCHS,0,1,0,1,0.3952991452991451,0.9029850746268656,0.059701492537313425,156,NA,NA,NA,NA,0.09428911362284365,0.9512195121951219,0,0.024390243902439025,82,0.13173617533506554,0.9310344827586207,0.022988505747126436,261,0.019157088122605363,0.1411227444865225,0.9253731343283582,134,0.007462686567164179,0.06935586734693877,0.9642857142857143,0.026785714285714284,112,0,0.1649559231976815,0.9120879120879121,91,0.04395604395604396,0.010989010989010992,0.12242817659718885,0.9360730593607306,0.0273972602739726,0.0213089802130898,657
Northwood High,01563,SMYTH CO PBLC SCHS,0.5555555555555556,1,0,3,0.42995169082125606,0.9285714285714285,0.053571428571428575,69,NA,NA,NA,NA,0.06658739595719365,0.9655172413793104,0,0.034482758620689655,29,0.03157081986902677,0.983957219251337,0.016042780748663103,187,0,0.07133058984910856,0.9629629629629629,54,0,NA,NA,NA,NA,NA,0.08869659275283936,0.9534883720930233,43,0,0,0.07618951127771922,0.9608540925266904,0.014234875444839857,0.017793594306049824,281
Southampton High,01582,SOUTHAMPTON CO PBLC SCHS,0.74,0.3636363636363636,0.5909090909090908,30,0.594243139432644,0.5220588235294117,0.4485294117647059,147,NA,NA,NA,NA,0.5048836541223787,0.6440677966101694,0.2796610169491525,0.03389830508474576,118,0.5327414453692696,0.5310344827586206,0.016091954022988506,435,0.42988505747126443,NA,NA,NA,NA,0.247597078046905,0.8627450980392157,0,51,0.0784313725490196,0.5246044418638409,0.5542168674698795,83,0.012048192771084338,0.40963855421686746,0.5377057791595119,0.5471923536439666,0.4026284348864994,0.021505376344086023,837
NORFOLK RE-ED,02649,SOUTHEASTERN COOP ED PGM,NaN,NaN,NaN,0,0.9005102040816327,0.14285714285714285,0.5714285714285715,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.41629909682839755,0.18840579710144928,0.7391304347826086,0.028985507246376812,69
SUFFOLK RE-ED,02670,SOUTHEASTERN COOP ED PGM,0.8888888888888888,0,1,3,0.8950617283950617,0.375,0.6250000000000001,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.345679012345679,0.2222222222222222,0.7777777777777778,0,45
VIRGINIA BEACH SECEP - RE-ED,02675,SOUTHEASTERN COOP ED PGM,NaN,NaN,NaN,0,0.915,0.4,0.4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5679012345679011,0.3333333333333333,0,9,0.5555555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7086151655393377,0.4056603773584906,0.3018867924528302,0.1320754716981132,106
CHESAPEAKE SECEP CENTER,02689,SOUTHEASTERN COOP ED PGM,NaN,NaN,NaN,0,0.8824609733700641,0.12500000000000003,0.6874999999999999,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6172839506172838,0.2222222222222222,0.1111111111111111,9,0.5555555555555556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5506270515949836,0.25688073394495414,0.6146788990825688,0.027522935779816515,109
Spotsylvania High,01593,SPOTSYLVANIA CO PBLC SCHS,0,1,0,1,0.6208344531040042,0.6971153846153846,0.1634615384615385,244,NA,NA,NA,NA,0.4278763971071662,0.7435897435897436,0.10256410256410256,0.06666666666666667,195,0.4013452914798207,0.7623318385650224,0.06278026905829596,446,0.10313901345291482,0.30246656485723544,0.8299319727891157,147,0.047619047619047616,0.39673828125,0.765625,0.090625,320,0.08125,0.36129792995021404,0.7897196261682243,214,0.056074766355140186,0.09813084112149532,0.40644445686680053,0.7572898799313894,0.11921097770154374,0.05660377358490566,1166
Courtland High,01873,SPOTSYLVANIA CO PBLC SCHS,0.8271604938271604,0.5,0.3333333333333333,9,0.7808713329081632,0.4652406417112299,0.2085561497326203,224,NA,NA,NA,NA,0.5167235246269835,0.6724738675958188,0.12195121951219512,0.0975609756097561,287,0.5904404662968038,0.5947867298578199,0.14454976303317535,422,0.17772511848341233,0.3541842772612004,0.7967032967032966,182,0.04945054945054945,0.48334318567533024,0.7008733624454149,0.10043668122270742,458,0.1091703056768559,0.5602260395978789,0.6289592760180995,221,0.12669683257918551,0.15384615384615385,0.5949448184462376,0.5898972602739726,0.1772260273972603,0.1464041095890411,1168
Massaponax High,01881,SPOTSYLVANIA CO PBLC SCHS,0.8148148148148147,0.2857142857142857,0.4285714285714286,9,0.8017552467112052,0.3793103448275862,0.3448275862068966,467,NA,NA,NA,NA,0.6089545821015854,0.5770491803278689,0.2,0.11147540983606558,305,0.653126244524094,0.4982078853046595,0.15591397849462366,558,0.2670250896057348,0.4518589687600082,0.7258566978193146,321,0.11214953271028037,0.5457199583094294,0.6481802426343154,0.10051993067590988,577,0.13344887348353554,0.6240098741319442,0.5598958333333334,384,0.12239583333333333,0.2057291666666666,0.6594164714656163,0.4937841869716559,0.2685231228244655,0.14370959721531576,2011
Chancellor High,02134,SPOTSYLVANIA CO PBLC SCHS,0.8672839506172838,0.07692307692307691,0.38461538461538464,18,0.8304707949370721,0.3062015503875969,0.3449612403100775,334,NA,NA,NA,NA,0.6446893009644957,0.5355191256830601,0.1748633879781421,0.18032786885245902,183,0.6802151749828449,0.44554455445544555,0.2202970297029703,404,0.26485148514851486,0.4228257887517146,0.7481481481481481,135,0.08888888888888889,0.6063888888888889,0.5861111111111111,0.13333333333333333,360,0.1638888888888889,0.6597227660740856,0.5,226,0.2079646017699115,0.2079646017699115,0.6829935436211126,0.4541864139020537,0.2424960505529226,0.22037914691943128,1266
Riverbend High,02462,SPOTSYLVANIA CO PBLC SCHS,0.84765625,0.45454545454545453,0.18181818181818182,16,0.691599160073101,0.6343490304709142,0.17451523545706374,437,NA,NA,NA,NA,0.5158404101906746,0.6708860759493671,0.1341772151898734,0.11392405063291139,395,0.5288729128014843,0.6607142857142857,0.11201298701298701,616,0.12987012987012986,0.38278051228768417,0.7774480712166172,337,0.04747774480712167,0.4614227782702853,0.71849234393404,0.10836277974087162,849,0.08244994110718493,0.5060356949702542,0.6790697674418604,430,0.10232558139534884,0.13720930232558143,0.5271705003635402,0.6600609756097561,0.14227642276422767,0.11636178861788618,1968
Courthouse Academy Program,02749,SPOTSYLVANIA CO PBLC SCHS,NaN,NaN,NaN,0,0.8611111111111112,0.6666666666666666,0.3333333333333333,6,NA,NA,NA,NA,0,1,0,0,1,0.31999999999999984,0.8,0,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,0,0,0.42000000000000015,0.7333333333333333,0.2,0.03333333333333333,30
Gateway Academy,02821,SPOTSYLVANIA CO PBLC SCHS,NaN,NaN,NaN,0,0.7999999999999999,0.6666666666666666,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.595703125,0.53125,0.3125,0.15625,32
Brooke Point High,00591,STAFFORD CO PBLC SCHS,0.83203125,0.15384615384615385,0.38461538461538464,16,0.7991387245233399,0.3883792048929664,0.25382262996941896,390,NA,NA,NA,NA,0.698483560090703,0.4404761904761905,0.21428571428571427,0.2380952380952381,336,0.6838993776907039,0.4629349470499244,0.2027231467473525,661,0.23600605143721634,0.4879169717936415,0.6984924623115578,199,0.10050251256281408,0.6532438044596247,0.526431718061674,0.18722466960352424,454,0.16960352422907488,0.7096977800662742,0.4207492795389049,347,0.21613832853025935,0.24495677233429397,0.695553907017044,0.4430719656283566,0.2352309344790548,0.21750805585392052,1862
Stafford Senior High,01602,STAFFORD CO PBLC SCHS,0.8719723183391002,0.2727272727272727,0.0909090909090909,17,0.7295717468941729,0.565359477124183,0.17647058823529413,362,NA,NA,NA,NA,0.5039769096877961,0.6802168021680217,0.15176151761517612,0.07046070460704607,369,0.7258500390220037,0.36006825938566556,0.28668941979522183,586,0.23208191126279865,0.41165811444732325,0.757201646090535,243,0.04938271604938272,0.4817073170731709,0.7032520325203252,0.07723577235772358,492,0.10772357723577236,0.5491879809868718,0.6409574468085106,376,0.1196808510638298,0.14627659574468085,0.5786570735929657,0.6116207951070336,0.16717635066258923,0.11314984709480122,1962
Colonial Forge High,01923,STAFFORD CO PBLC SCHS,0.8611111111111112,0.3636363636363636,0.45454545454545453,18,0.7937022475544279,0.38535031847133755,0.31528662420382164,373,NA,NA,NA,NA,0.6426277840089728,0.549367088607595,0.17215189873417722,0.12151898734177215,395,0.6948881386041676,0.4578469520103761,0.1608300907911803,771,0.24643320363164722,0.5668521680199142,0.631768953068592,277,0.10108303249097472,0.6350870518925955,0.560105680317041,0.14002642007926025,757,0.14134742404227213,0.6653103852121052,0.49385749385749383,407,0.12530712530712532,0.26044226044226043,0.6781108208597333,0.4821852731591449,0.24228028503562946,0.15106888361045132,2105
North Stafford High,01979,STAFFORD CO PBLC SCHS,0.8356722498868266,0.2258064516129032,0.12903225806451613,47,0.8235772921725055,0.32345013477088946,0.2722371967654986,465,NA,NA,NA,NA,0.6863839847090185,0.4645390070921986,0.21631205673758866,0.2127659574468085,282,0.7258500390220037,0.36006825938566556,0.28668941979522183,586,0.23208191126279865,0.5798486958485451,0.6134969325153374,163,0.08588957055214724,0.6526689107015355,0.5322128851540616,0.16526610644257703,357,0.16526610644257705,0.70140155031822915,0.4214046822742475,299,0.26421404682274247,0.21404682274247494,0.7192195523945359,0.3819009675583381,0.22709163346613545,0.27603870233352307,1757
Mountain View High,02464,STAFFORD CO PBLC SCHS,0.9968099080502909,0.05263157894736842,0,73,0.7150855504792617,0.6138613861386139,0.1221122112211221,366,NA,NA,NA,NA,0.5203060433884297,0.6704545454545454,0.12215909090909091,0.10227272727272728,352,0.5929182888236231,0.6005509641873278,0.1446280991735537,726,0.14187327823691462,0.4731170705196678,0.70995670995671,231,0.06493506493506493,0.5207339811395174,0.6706586826347305,0.12574850299401197,334,0.07784431137724551,0.6505341311924249,0.5696821515892421,409,0.10268948655256724,0.10024449877750613,0.6659856586683712,0.5499262174126907,0.10919822921790455,0.12444663059517953,2033
Regional/Alternative Center,03049,STAFFORD CO PBLC SCHS,0.7599999999999999,0.25,0,5,0.75,1,0,2,NA,NA,NA,NA,0.5,0.5,0,0.5,2,0.6563265306122449,0.5142857142857142,0.17142857142857143,35,0.17142857142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7160493827160492,0.3333333333333333,9,0.3333333333333333,0.1111111111111111,0.6791111111111112,0.48,0.18666666666666668,0.17333333333333334,75
Robert E. Lee High,01606,STAUNTON CITY PBLC SCHS,0.6875,0.6666666666666666,0,4,0.6953313906627814,0.6132075471698113,0.20754716981132074,127,NA,NA,NA,NA,0.5110053539559785,0.6707317073170732,0.17073170731707318,0.04878048780487805,82,0.5629054930795847,0.6213235294117647,0.06985294117647059,272,0.18382352941176472,0.21638750565866893,0.8829787234042553,94,0.03191489361702128,0.41507659231389415,0.7540983606557377,0.040983606557377046,122,0.07377049180327869,0.47339546566197366,0.7073170731707317,123,0.04065040650406504,0.13008130081300814,0.5246970478109849,0.6561264822134387,0.18181818181818182,0.057971014492753624,759
Nansemond River High,02218,SUFFOLK CITY PBLC SCHS,0.8125,0.3333333333333333,0.3333333333333333,4,0.7419691690532564,0.31872509960159356,0.5338645418326693,311,NA,NA,NA,NA,0.6286192572385144,0.4251968503937008,0.42913385826771655,0.04330708661417323,254,0.6173994731897807,0.33047210300429186,0.08798283261802575,466,0.5128755364806867,0.5630239292790734,0.5679012345679012,81,0.33333333333333337,0.5972,0.55,0.035,200,0.30499999999999994,0.6200237399561723,0.36824324324324326,296,0.06756756756756757,0.4864864864864865,0.6206519670504589,0.3689632968448165,0.4855119124275596,0.06503541532517708,1553
Lakeland High,02219,SUFFOLK CITY PBLC SCHS,0,1,0,1,0.6545686633135193,0.24812030075187969,0.6691729323308271,324,NA,NA,NA,NA,0.5491278034887861,0.3867924528301887,0.5471698113207547,0.03773584905660377,106,0.5237150474300948,0.3031496062992126,0.031496062992125984,254,0.6181102362204725,0.6256224535989134,0.3829787234042553,47,0.46808510638297873,0.5401652892561983,0.5181818181818182,0.02727272727272727,110,0.43636363636363645,0.5179732163834286,0.30973451327433627,113,0.017699115044247787,0.6194690265486725,0.5007323662787264,0.2923523717328171,0.6418199419167474,0.025169409486931273,1033
King's Fork High,02426,SUFFOLK CITY PBLC SCHS,0.4375,0,1,4,0.6352047892011835,0.17791411042944782,0.7484662576687116,416,NA,NA,NA,NA,0.6189314711483846,0.3352601156069364,0.508670520231214,0.06936416184971098,173,0.5879383564871785,0.32036613272311215,0.05034324942791762,437,0.551487414187643,0.6062057476051647,0.5102040816326531,98,0.3571428571428571,0.6280272108843536,0.49523809523809526,0.05714285714285714,105,0.34285714285714286,0.5972576450089644,0.32663316582914576,199,0.04522613065326633,0.5376884422110553,0.5278524066345287,0.25782811459027316,0.6335776149233844,0.04463690872751499,1501
Surry County High,01635,SURRY CO PBLC SCHS,0.6,0.25,0.7499999999999999,5,0.7177147391390597,0.32727272727272727,0.6,71,NA,NA,NA,NA,0.460223537146614,0.358974358974359,0.6410256410256411,0,39,0.44198400000000004,0.248,0.016,125,0.704,0.489795918367347,0.5714285714285714,7,0.42857142857142855,NA,NA,NA,NA,NA,0.5354245538128719,0.3488372093023256,43,0,0.5813953488372093,0.49522599045198096,0.31102362204724415,0.6377952755905512,0.015748031496062995,254
Sussex Central High,01643,SUSSEX CO PBLC SCHS,NaN,NaN,NaN,0,0.5251244907197827,0.13513513513513514,0.8648648648648648,47,NA,NA,NA,NA,0.41,0.15,0.75,0.05,20,0.33882166236857775,0.1971830985915493,0.014084507042253523,71,0.7887323943661971,0.24537037037037024,0.1111111111111111,36,0.8611111111111112,0.5390625,0.25,0.0625,16,0.625,0.37111111111111106,0.2,60,0.03333333333333333,0.7666666666666667,0.3945080916519789,0.22784810126582278,0.7436708860759493,0.022151898734177215,316
Graham High,01653,TAZEWELL CO PBLC SCHS,0,0,1,1,0.366778225531043,0.897196261682243,0.06542056074766356,121,NA,NA,NA,NA,0.19328723224827116,0.8961038961038961,0.05194805194805195,0.012987012987012988,77,0.19672433679354095,0.8941176470588236,0,255,0.03137254901960784,0.2922448979591835,0.8285714285714286,35,0.02857142857142857,0.18769860885530676,0.8991596638655462,0,119,0.04201680672268908,0.20456466610312773,0.8901098901098901,91,0.02197802197802198,0.03296703296703297,0.18351580221338648,0.9017341040462428,0.046242774566473986,0.0038535645472061657,519
Richlands High,01661,TAZEWELL CO PBLC SCHS,0.4444444444444444,0.6666666666666666,0,3,0.3510710069151627,0.9538461538461538,0.007692307692307694,154,NA,NA,NA,NA,0.05976676384839652,0.9693877551020408,0,0,98,0.048686393271864636,0.9751552795031055,0,322,0,0.060546875,0.96875,64,0,0.0525931336742147,0.972972972972973,0,37,0,0.01724007561436669,0.991304347826087,115,0,0,0.05945738247184995,0.9696531791907514,0.002890173410404624,0.004335260115606936,692
Tazewell High,01668,TAZEWELL CO PBLC SCHS,NaN,NaN,NaN,0,0.23173310361030608,0.951923076923077,0.01923076923076923,113,NA,NA,NA,NA,0.20719117123531505,0.8867924528301887,0,0.018867924528301886,53,0.13251145356101635,0.9306122448979591,0.00816326530612245,245,0.02857142857142857,0,1,25,0,0.15625,0.9166666666666666,0.041666666666666664,48,0,0.09513571620532113,0.9508196721311475,61,0.01639344262295082,0,0.11963221972477245,0.9376181474480151,0.02835538752362949,0.007561436672967864,529
The Regional Community Alternative Ed Continuum,02373,THE REGIONAL COMMUNITY ALTERNATIVE ED CONTINUUM,0.7777777777777777,0.5,0.5,3,0.8071833648393194,0.8333333333333334,0,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.406135865595325,0.7567567567567568,0.08108108108108109,37,0.10810810810810811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.406135865595325,0.7567567567567568,0.10810810810810811,0.08108108108108109,74
Virginia School For Deaf,02558,The Virginia School for the Deaf and the Blind,0.875,0,0.5,4,0.9027777777777778,0.16666666666666669,0.3333333333333333,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,2,0,0,0.7290850836596654,0.3018867924528302,0.33962264150943394,0.22641509433962265,53
Virginia School For Blind,02559,The Virginia School for the Deaf and the Blind,0.861111111111111,0.3333333333333333,0.6666666666666666,6,0.9012345679012346,0.5,0.5,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4444444444444444,0.6666666666666666,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6035379812695109,0.5483870967741935,0.2903225806451613,0.0967741935483871,31
Tidewater Regional Alternative Ed Project,02349,TIDEWATER REGIONAL ALTERNATIVE ED PROJECT,0.5432098765432098,0,0.8571428571428572,9,0.570887573964497,0.11320754716981132,0.7924528301886793,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47448979591836715,0.25,0.03571428571428571,28,0.6785714285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42917899408284016,0.125,0.7403846153846154,0.04807692307692308,104
Princess Anne High,00412,VA BEACH CITY PBLC SCHS,0.890625,0.2,0.2,8,0.7906574394463668,0.49374999999999997,0.28125,204,NA,NA,NA,NA,0.5971632410395786,0.6009852216748769,0.10344827586206894,0.05665024630541872,406,0.5920936639118457,0.6075757575757575,0.07727272727272727,660,0.12424242424242424,0.5433298442406536,0.650197628458498,506,0.045454545454545456,0.5490835404922796,0.6464497041420119,0.05325443786982249,676,0.07544378698224852,0.5489341706181382,0.6274509803921569,153,0.06535947712418301,0.2222222222222222,0.6174388500676158,0.5782312925170068,0.1712018140589569,0.08049886621315193,1764
Tallwood High,00434,VA BEACH CITY PBLC SCHS,0.7222222222222222,0.75,0.25,6,0.8069615776369399,0.3355048859934854,0.38762214983713356,376,NA,NA,NA,NA,0.7409119909926816,0.3972602739726027,0.2493150684931507,0.13150684931506848,365,0.7210694151293368,0.37347294938917974,0.08726003490401396,573,0.3333333333333333,0.637123610096583,0.5495495495495496,222,0.1981981981981982,0.7198093007753263,0.43989431968295906,0.10568031704095113,757,0.22457067371202113,0.7460244082840237,0.3317307692307692,208,0.14903846153846154,0.32211538461538464,0.7239321368693796,0.36522633744855965,0.3384773662551441,0.102880658436214,1944
Ocean Lakes High,01046,VA BEACH CITY PBLC SCHS,0.861111111111111,0.3333333333333333,0.6666666666666666,6,0.8034169203653261,0.5168067226890757,0.23109243697478993,316,NA,NA,NA,NA,0.6310541860096275,0.5631469979296067,0.11594202898550725,0.08488612836438923,483,0.5772945321035108,0.620583717357911,0.06912442396313365,651,0.11674347158218124,0.5284688624507152,0.6556016597510373,482,0.04771784232365145,0.5555165905290049,0.6367041198501873,0.0686641697877653,801,0.05992509363295881,0.6259148597900277,0.5602094240837696,191,0.15706806282722513,0.17277486910994763,0.6006431888725525,0.5985507246376811,0.1386473429951691,0.09420289855072464,2070
Bayside High,01675,VA BEACH CITY PBLC SCHS,0.83984375,0.1111111111111111,0.6666666666666666,16,0.747095705494729,0.25490196078431376,0.5392156862745098,371,NA,NA,NA,NA,0.7185293777246249,0.38509316770186336,0.3260869565217392,0.10559006211180125,322,0.7200552662344563,0.3247422680412371,0.10652920962199312,582,0.38316151202749144,0.6371107266435985,0.553921568627451,204,0.17647058823529413,0.7176321567867276,0.4369287020109689,0.09323583180987204,547,0.2340036563071298,0.6757669441141498,0.2896551724137931,145,0.1103448275862069,0.4689655172413793,0.6912225113672109,0.3053475935828877,0.4406417112299465,0.10427807486631016,1870
First Colonial High,01684,VA BEACH CITY PBLC SCHS,0.75,0,1,2,0.7991955490964607,0.4780487804878049,0.25853658536585367,261,NA,NA,NA,NA,0.5036908193115741,0.6836461126005362,0.10187667560321717,0.10723860589812333,373,0.5589796860572482,0.6293859649122807,0.10307017543859649,456,0.16228070175438597,0.3741294803807923,0.7824773413897281,331,0.04833836858006042,0.4246044921875002,0.746875,0.0859375,640,0.065625,0.5555678670360111,0.6263157894736842,190,0.13157894736842105,0.17368421052631583,0.5653593598622125,0.6234705228031145,0.1668520578420467,0.10845383759733036,1798
